,constellation,iterations,seed_value,mu,sigma,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,monthly_traffic_GB,percent_of_traffic,fuel_mass_kg,fuel_mass_1_kg,fuel_mass_2_kg,fuel_mass_3_kg,satellite_launch_cost,ground_station_cost,spectrum_cost,regulation_fees,digital_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,research_development,maintenance,discount_rate,assessment_period_year
62,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.238664565373,17700000000.062298,250000000.0,300000000.0,0.7483780174722231,0.5907919771561421,30,34.69632275859819,13.962796430308297,0.6615552820048192,8,2,31.67605172101701,15,0,10000,480000,184900,189871472.61616504,32094224.70912525,143230077.15063816,6902453.716669724,1746124.9405470882,15289042.716177396,44577982.57434718,10787043.647827446,59957355.27707809,55082642.475189835,5,5
63,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.1930103653126,13499999999.992096,500000000.0,300000000.0,0.5807441252572332,0.6024118749940454,30,26.85904280430703,9.56200450492799,0.6098057671171828,8,2,29.269481944457265,15,488370,0,0,0,254438216.54003447,43899755.72015479,138464791.90984738,882494.0495997034,3041763.4134494914,2751437.8363696854,42035424.14800221,16192941.406190056,60307820.22488794,13842073.767179767,5,5
64,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.2307228186953,13500000000.031015,250000000.0,300000000.0,0.4512778919193816,0.5830587159617869,30,32.474633510756675,17.09435623254152,0.3625311784192814,8,2,28.054787530446504,15,218150,7360,0,0,710287906.1307057,46839630.9208421,115437598.51446195,8679714.639077742,3477952.4726760862,3079396.4651233763,51398304.911226444,9466008.023011047,59693069.44885151,12849089.117882362,5,5
65,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.6241601649263,17700000000.017765,250000000.0,300000000.0,1.0228626408210264,0.5430806895469449,30,31.802851002118427,13.969041365111467,0.5833456121889591,8,2,34.84300522060783,15,0,10000,480000,184900,176098611.80704522,30262921.429382842,129261052.31117322,7801340.530756088,2482844.9942433974,15893392.246792797,58224238.227743894,8397081.169538401,60192142.7164673,55738664.74639821,5,5
66,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.1171586652081,13500000000.051643,500000000.0,300000000.0,0.6160408717914597,0.6730750983819788,30,27.471131093308237,7.403277339816242,0.564355211829703,8,2,25.90416400748914,15,488370,0,0,0,252229680.0684475,45447550.32620972,129236823.41548988,1595594.3431339483,4042835.8321529715,2491053.2471609265,57787522.800717995,17022062.229803376,60556176.78904533,13991776.446338665,5,5
67,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.400721762448,13500000000.085154,250000000.0,300000000.0,0.7227023105494785,0.694051655655353,30,31.302709892197818,17.083750431715515,0.4998634209384196,8,2,34.615872505038816,15,218150,7360,0,0,712339483.0793884,48735838.07934283,135456660.90765557,6631000.8881091885,4198289.569572487,3986197.7776433984,52914423.80162859,12816334.896640254,59052374.26384992,13589983.617955903,5,5
68,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,608.4505275722,17699999999.939125,250000000.0,300000000.0,0.9928998346163033,0.6357249397431677,30,29.036798075791786,17.07195887807412,0.7119804087225823,8,2,31.40602391434866,15,0,10000,480000,184900,176568402.64366344,28869397.378929358,134165351.64451915,6906642.746761363,3130539.8651228794,15768882.718670256,43304306.31830579,13443747.326880995,60449959.71826976,55242541.4436126,5,5
69,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.4473677967352,13499999999.996414,500000000.0,300000000.0,0.6939963452621886,0.6849128724462257,30,31.40952714526461,12.044680901056287,0.5725543097685015,8,2,30.751952688801175,15,488370,0,0,0,243937824.0623491,50954152.31674763,118834350.88198592,179681.68124664994,3910085.1787262587,3258873.572239316,41773658.695328526,9203137.961784633,59069042.1669926,13362316.004127778,5,5
70,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.248564522528,13499999999.913397,250000000.0,300000000.0,0.7014233390822255,0.6675371173773157,30,34.601867979880446,13.066564901375324,0.706928356223026,8,2,28.16956184965011,15,218150,7360,0,0,715135227.1116575,44099801.67119257,142325932.99070063,9149111.113037286,2868495.1103900834,3895235.395979997,45797939.332980014,3571916.9666481167,60664455.16971373,12077015.245511383,5,5
71,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.0931577046271,17700000000.02995,250000000.0,300000000.0,0.8775388811698113,0.5816062221488882,30,28.234187170391863,14.221749603598177,0.6246795631623048,8,2,33.53220503179958,15,0,10000,480000,184900,179929714.6540588,35945037.989205614,134196921.28756432,7089629.950296458,2984751.9024378117,14376606.69136076,54014070.44146493,12026838.95412892,60185940.45851163,54493761.432088934,5,5
72,Starlink,100,42,2,10,4425,510000000,115254.2372881356,540.0195525072243,13500000000.018843,500000000.0,300000000.0,0.4251037104794254,0.6061097784424342,30,26.76088461898414,9.037327371217646,0.6854580059773745,8,2,32.61866362681875,15,488370,0,0,0,245256036.7346104,43927843.22496366,118403376.29995511,533632.7528097534,3318396.207256018,3639880.507829763,44123653.81067239,1218072.2459170502,60301181.81809913,13459611.24668112,5,5
73,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.816921283887,13499999999.926252,250000000.0,300000000.0,0.6655535616430035,0.6157213843068206,30,28.895025654639014,14.353572545718702,0.3768141066759231,8,2,33.785562652209045,15,218150,7360,0,0,720062361.4445001,51672674.135311164,106671873.4129601,5405613.776753233,2665219.0452179853,4222565.681600692,52808895.6310669,13859327.978765044,59168037.80962556,12110002.23078316,5,5
74,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.8293950287319,17699999999.92421,250000000.0,300000000.0,0.7816977439691362,0.5442640396957521,30,32.94890540774656,17.678841183142026,0.41479095376593483,8,2,32.41965889618766,15,0,10000,480000,184900,180275667.01484627,28905983.35923522,126442381.30647728,6765173.723618331,2509888.034193529,15030416.619871562,45281590.96361285,7463249.40475017,59731554.9089555,55122577.0344068,5,5
75,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.845471000679,13500000000.057812,500000000.0,300000000.0,0.5657579973591743,0.6631328991966268,30,30.692619809559876,9.074913837345665,0.7232173471055842,8,2,32.39303263329703,15,488370,0,0,0,250877693.47157645,47949606.14956777,136918374.43195608,341425.1497166888,2842681.3037046427,2807842.8207383463,43602585.270969935,14038432.698066115,60096928.67174307,13732554.859203067,5,5
76,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.043963927511,13499999999.950607,250000000.0,300000000.0,0.6214017074926521,0.564171022991693,30,34.78764145828636,14.387506642877403,0.7072743123004746,8,2,31.14202044088753,15,218150,7360,0,0,713595577.332081,47309045.36475646,141731729.09441704,5492713.712509219,3374374.5560238427,2794642.0774999065,54044415.56479646,17109698.989481777,59167679.52909278,12472657.06572719,5,5
77,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.1253033514417,17699999999.942814,250000000.0,300000000.0,0.7187270675672396,0.690250180496994,30,35.052087150055144,15.665423866874663,0.38891465650981477,8,2,25.028689274153365,15,0,10000,480000,184900,172069363.27248326,28700458.5490003,109273376.04770921,6441481.837760591,3497181.606922636,15347550.837098487,47302714.15895513,12751590.958590576,60990299.03215272,55574928.68238707,5,5
78,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.2649618100077,13499999999.939484,500000000.0,300000000.0,0.4492647663285243,0.5883066381699438,30,33.40259041243502,7.785151308631759,0.4917698663869782,8,2,33.41604064725576,15,488370,0,0,0,259052680.72179624,43923079.839936845,122719428.70850657,-347005.84751873696,2885392.423983653,3623584.410772511,54844762.63045659,15857634.694421839,59144289.9365827,13274824.851839047,5,5
79,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1195.8021871313888,13499999999.903694,250000000.0,300000000.0,0.6967966841008645,0.6696932010923162,30,32.216705048390075,17.474908978811563,0.46245160086197257,8,2,31.66547033350247,15,218150,7360,0,0,712479018.5548773,49604674.62144166,144475903.3280659,5375244.519766394,4060468.303687324,3270694.981007919,55870035.764674954,17005681.653999228,59864769.61520906,13128063.223730356,5,5
80,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.3567175807561,17699999999.987,250000000.0,300000000.0,0.8515045910197234,0.6348900083397674,30,30.84544049838275,13.501892474742785,0.4949498657746747,8,2,30.720100315802455,15,0,10000,480000,184900,179304306.706303,30595176.70052395,115530995.10221839,6276237.661461504,2331386.191237889,15250038.89879796,45417064.09321369,15755483.239430193,59319657.30099993,54889943.21848016,5,5
81,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.5204217817287,13500000000.012314,500000000.0,300000000.0,0.6319530543944377,0.653521202148634,30,31.56148591315084,8.25589805534096,0.5922441081149927,8,2,25.791612193211854,15,488370,0,0,0,259733895.96808565,51591850.5928288,105438721.93433619,400063.5961544183,4534146.965922233,2352766.6452307906,40063453.76897143,11840020.126925444,60393732.042829625,13221718.430917243,5,5
82,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.8762732386726,13500000000.093401,250000000.0,300000000.0,0.8325256214962609,0.6110755495632393,30,28.663695087197784,17.355744906170173,0.3759291768204068,8,2,26.873327663730862,15,218150,7360,0,0,715849149.0367799,48374022.53027457,118003690.92575237,9177972.579606626,2791684.834382316,3928277.323691954,48706282.59549961,674666.6760087884,60257788.45127374,13153141.903679453,5,5
83,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.8874109990387,17699999999.90189,250000000.0,300000000.0,0.7499299660438358,0.5578455379209393,30,27.59184722682696,14.807301538792974,0.6117669155546258,8,2,27.772079525900754,15,0,10000,480000,184900,181475869.90452224,35252626.71726786,116232700.2530955,9085675.943182565,3028557.0117509747,15578141.835748708,44902896.26204462,3251061.762235705,59858452.703277044,55495136.56593165,5,5
84,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.626091537488,13499999999.94785,500000000.0,300000000.0,0.7325146641912668,0.5971204070481381,30,29.278205474773756,9.120535750111777,0.4053797573662633,8,2,27.83821383844539,15,488370,0,0,0,250946384.1713905,45597595.82636005,120152344.476533,-909347.1195072455,4154340.2409113515,2954706.494847996,45329492.87203971,12497765.833930286,59577419.104394495,13709379.1945042,5,5
85,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.6892182446018,13500000000.076275,250000000.0,300000000.0,0.6013983763285733,0.52066398813342,30,25.14383258368143,14.71236897682138,0.3686773045543168,8,2,27.253749064118672,15,218150,7360,0,0,716249272.0229598,51512254.85854633,141461062.45728415,5276760.376096399,4293860.137677183,2560758.070201118,52536809.64282474,10706893.859416457,59866404.8250395,12218755.526614469,5,5
86,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.0680704381754,17700000000.078056,250000000.0,300000000.0,0.8145924679880607,0.57969382356726,30,31.547682832169052,13.73972876622373,0.6284778997318328,8,2,28.74348614626325,15,0,10000,480000,184900,172449264.50989288,29376668.315590434,110717648.28044915,7137839.636752421,2840824.6408925042,15155529.684421234,42844527.64407601,14006838.319432035,60249874.78331032,55400063.89811137,5,5
87,Starlink,100,42,2,10,4425,510000000,115254.2372881356,542.3615226281403,13499999999.990692,500000000.0,300000000.0,0.6652895642561354,0.579549795231928,30,30.873525331217976,7.688281270260132,0.5266923173183312,8,2,27.423831452481615,15,488370,0,0,0,258602306.6950493,44715131.78752422,106119611.50406754,270663.33345926483,4418568.550374196,3535119.6523082005,49897871.65408687,8687225.106399084,60010022.7648933,13661155.23065255,5,5
88,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1194.1571139095797,13499999999.90911,250000000.0,300000000.0,0.7892445787732665,0.6119512974132579,30,25.851011489091555,14.918323568974927,0.6878619100152359,8,2,33.58406250806856,15,218150,7360,0,0,726223274.5234554,46037931.045194186,117583208.47131087,5556300.125320386,2999446.136912823,2715866.518106372,50372562.17332937,2626613.7902784515,60942434.23517132,12337562.428973638,5,5
89,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.0608944274353,17699999999.92198,250000000.0,300000000.0,0.8575276682736791,0.537256977117697,30,29.33543063434607,12.75497986530989,0.6134502982158547,8,2,28.028529177310386,15,0,10000,480000,184900,174086986.96878853,32858472.823637903,135146176.59657252,8387842.245892278,2617534.624881494,14817729.88298804,45463262.76468177,10858057.732754499,60268693.55906154,55056724.70914612,5,5
90,Starlink,100,42,2,10,4425,510000000,115254.2372881356,541.9936796227348,13500000000.083923,500000000.0,300000000.0,0.4747337165519889,0.5627035711808317,30,29.553102737481737,10.922691019887274,0.5407029725889808,8,2,29.113317216772924,15,488370,0,0,0,256139878.4354869,48497192.35452375,116460091.18574339,2665174.410033386,4231808.629544734,2589556.255743714,45807050.583214775,16327063.191363193,59173149.2878596,12908245.175387818,5,5
91,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.8688949316388,13499999999.949875,250000000.0,300000000.0,0.5983195851428545,0.5999373759038968,30,27.199798532157885,16.660298519131175,0.4923665524127598,8,2,27.02186141661892,15,218150,7360,0,0,725235634.1121984,50848093.03793675,108148517.93905902,9040284.10530773,3659830.0563110756,3936624.407613378,54861124.21955729,2689108.1356015876,60108713.83086664,13976778.345947245,5,5
92,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.7694738462638,17699999999.94496,250000000.0,300000000.0,0.964235487555485,0.5483611702530029,30,34.56951674546139,16.701841784324294,0.5254975942908886,8,2,27.17524762797113,15,0,10000,480000,184900,186461768.42514724,32349599.392989457,108886169.025491,5457019.0876090685,2760404.579150497,14116182.38860949,44156906.63677908,5705122.226084398,59612284.88418762,54568880.72460945,5,5
93,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.49103179888,13500000000.051666,500000000.0,300000000.0,0.6633286274836874,0.5320789109736694,30,27.553336131790765,7.497771935302179,0.7106701930132587,8,2,29.433399065958778,15,488370,0,0,0,240519874.10872164,53319746.663250275,124662595.8473864,2132798.1918317904,3427623.7511252267,4191192.422943352,40232352.21933562,4277176.329882,59791210.61946835,13240274.418700876,5,5
94,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.947219511493,13500000000.092201,250000000.0,300000000.0,0.8486069012429465,0.6619211037594879,30,27.457802347447398,12.9320271230503,0.6664719501661994,8,2,25.833113817076303,15,218150,7360,0,0,719571767.0534368,44605618.63914988,109484228.12658031,6979152.941719694,4427957.454909924,2687717.9119320544,59217239.109732315,-477827.07161673205,60042182.55752402,12059877.377637744,5,5
95,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.1045660834253,17700000000.03059,250000000.0,300000000.0,0.7169422535054053,0.5120585640889451,30,33.581654279533495,12.154350332007803,0.43564155898254714,8,2,25.75877928466872,15,0,10000,480000,184900,174421697.85228136,32900791.333567765,134576405.87142897,6840385.27538266,2744030.8787205443,14316544.49161084,44461957.044222966,16958199.295158546,60601395.77687186,54261063.76398685,5,5
96,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.8328428683585,13500000000.053164,500000000.0,300000000.0,0.5541684494053576,0.5315615648508154,30,26.978935553005666,11.769113173316459,0.6044713193709499,8,2,30.99151203311499,15,488370,0,0,0,250702417.61777723,44642701.445491746,133317571.89293925,1212304.5832144078,3234081.0510468544,3254018.509759713,51548302.72090399,15468610.344629258,60357299.17088748,13070695.688176302,5,5
97,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.4535706378604,13500000000.046337,250000000.0,300000000.0,0.723634480086462,0.6381132530542254,30,34.753792359405566,14.998690555069295,0.5350671978469519,8,2,31.855435438837343,15,218150,7360,0,0,723656548.028438,45095262.182672836,143493608.4930579,5947031.416838302,3283847.547016317,2458369.18693101,58109818.142465584,201434.57268678956,59280759.206231855,13751010.286729885,5,5
98,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.5715397940454,17700000000.053974,250000000.0,300000000.0,0.9382380429075514,0.5467477369419701,30,30.23178789675606,13.381205685286039,0.4756160283966665,8,2,27.242320658177114,15,0,10000,480000,184900,187430898.90046132,36218167.33720661,109115230.52285822,5770587.535429876,3195458.174587674,14013019.237915637,41288888.83614667,-283274.93234014045,60520742.466505066,55322616.0378869,5,5
99,Starlink,100,42,2,10,4425,510000000,115254.2372881356,542.8755514056904,13499999999.990438,500000000.0,300000000.0,0.6464956655400189,0.5842283184832445,30,28.958160463493503,11.089561626622249,0.69450229267235,8,2,25.984737173075267,15,488370,0,0,0,244575323.11360574,50189370.922161594,144912980.854433,1423314.615306974,2910526.9906093944,2914955.4669620907,42165604.203772254,288159.1296700714,60362982.06579538,12103411.582193501,5,5
